galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,JPAS10069,error_JPAS10069,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS,redshift
3033,1.23E-43,7.0E-45,1.14E-43,1.1E-44,9.1E-44,1.1E-44,6.9E-44,1.1E-44,9.1E-44,1.1E-44,1.26E-43,1.1E-44,1.51E-43,1.4E-44,2.12E-43,1.8E-44,2.63E-43,2.4E-44,3.52E-43,2.9E-44,4.97E-43,3.5E-44,6.17E-43,3.6E-44,8.18E-43,4.2E-44,1.034E-42,5.3E-44,1.2E-42,6.3E-44,1.508E-42,7.1E-44,1.61E-42,8.3E-44,2.053E-42,9.7E-44,2.507E-42,9.7E-44,2.707E-42,1.22E-43,3.227E-42,1.37E-43,3.997E-42,1.43E-43,4.431E-42,1.51E-43,4.948E-42,1.74E-43,5.461E-42,1.81E-43,6.422E-42,2.24E-43,7.483E-42,2.41E-43,8.327E-42,2.6E-43,8.41E-42,2.87E-43,9.411E-42,2.86E-43,1.0835E-41,3.39E-43,1.0946E-41,3.12E-43,1.2292E-41,3.85E-43,1.338E-41,3.94E-43,1.549E-41,4.57E-43,1.9608E-41,5.6E-43,2.5565E-41,6.12E-43,3.0934E-41,6.84E-43,3.2184E-41,6.82E-43,3.8588E-41,8.17E-43,4.7124E-41,9.54E-43,4.5252E-41,9.58E-43,5.3758E-41,1.04E-42,5.8458E-41,1.076E-42,6.0987E-41,1.18E-42,6.0819E-41,1.12E-42,6.7243E-41,1.239E-42,7.8351E-41,1.443E-42,8.6226E-41,1.43E-42,9.0291E-41,1.497E-42,9.8455E-41,1.633E-42,1.0501E-40,1.74E-42,1.1232E-40,1.862E-42,1.218E-40,2.019E-42,1.3232E-40,2.073E-42,1.5547E-40,1.002E-42,9.8E-44,4.2E-45,8.87E-43,1.5E-44,6.932E-42,9.0E-44,0.09
3034,1.834E-41,1.7E-44,2.052E-41,3.8E-44,2.0806E-41,3.8E-44,2.0844E-41,3.8E-44,2.1272E-41,3.9E-44,2.2773E-41,6.3E-44,2.4582E-41,4.5E-44,2.6632E-41,7.4E-44,2.7708E-41,5.0E-44,3.1871E-41,8.8E-44,3.6694E-41,1.01E-43,3.8994E-41,1.08E-43,4.335E-41,8.0E-44,5.0004E-41,9.2E-44,5.5641E-41,1.02E-43,5.7306E-41,1.05E-43,6.1235E-41,1.12E-43,6.8518E-41,1.89E-43,7.5544E-41,1.39E-43,8.3445E-41,1.54E-43,9.1834E-41,1.7E-43,9.9311E-41,1.84E-43,1.0534E-40,1.93E-43,1.1122E-40,2.05E-43,1.182E-40,2.17E-43,1.2865E-40,2.37E-43,1.3874E-40,2.55E-43,1.4408E-40,2.65E-43,1.5438E-40,4.26E-43,1.6107E-40,4.26E-43,1.7258E-40,4.76E-43,1.7906E-40,3.3E-43,1.8802E-40,3.46E-43,2.024E-40,3.73E-43,2.3302E-40,4.29E-43,3.1031E-40,5.72E-43,3.7792E-40,6.96E-43,4.2481E-40,7.82E-43,4.4157E-40,8.13E-43,4.9091E-40,9.04E-43,5.8857E-40,1.085E-42,5.4125E-40,9.96E-43,6.3416E-40,1.169E-42,6.6405E-40,1.223E-42,6.7515E-40,1.244E-42,6.101E-40,1.124E-42,6.5857E-40,1.214E-42,7.5963E-40,1.4E-42,7.9104E-40,1.457E-42,8.2452E-40,1.519E-42,8.484E-40,1.562E-42,8.8838E-40,1.637E-42,9.1411E-40,1.684E-42,9.4233E-40,1.736E-42,9.6872E-40,1.784E-42,1.0351E-39,9.53E-43,1.9943E-41,1.8E-44,4.343E-41,1.784E-42,1.3286E-40,1.22E-43,0.09
3035,1.1E-44,6.4E-44,2.7E-43,6.4E-44,3.28E-43,9.0E-44,4.96E-43,1.42E-43,9.61E-43,1.71E-43,7.13E-43,2.26E-43,9.9E-43,2.28E-43,1.136E-42,2.5E-43,3.14E-43,2.5E-43,1.634E-42,3.46E-43,1.717E-42,4.06E-43,1.48E-42,4.06E-43,2.29E-42,5.84E-43,4.9E-42,8.48E-43,8.26E-42,1.156E-42,1.0144E-41,1.103E-42,1.1507E-41,1.134E-42,1.71E-41,1.575E-42,2.354E-41,2.211E-42,3.1404E-41,2.545E-42,4.1134E-41,2.653E-42,5.0653E-41,3.219E-42,4.3833E-41,3.674E-42,5.5386E-41,3.978E-42,6.8644E-41,4.425E-42,9.6339E-41,5.413E-42,1.0909E-40,6.43E-42,1.1298E-40,6.035E-42,1.2252E-40,6.32E-42,1.4315E-40,7.12E-42,1.4555E-40,7.239E-42,1.633E-40,8.122E-42,1.863E-40,9.78E-42,2.4066E-40,1.1083E-41,2.1827E-40,1.1258E-41,2.7733E-40,1.2516E-41,2.5084E-40,1.1782E-41,3.0241E-40,1.3091E-41,3.2554E-40,1.4091E-41,4.8955E-40,1.8487E-41,5.5335E-40,2.0896E-41,5.9621E-40,2.1416E-41,6.418E-40,2.3054E-41,7.3485E-40,2.572E-41,8.4996E-40,2.6616E-41,8.9826E-40,2.9783E-41,1.0088E-39,3.5307E-41,1.1133E-39,3.4863E-41,1.2445E-39,3.7827E-41,1.4263E-39,3.9409E-41,1.5129E-39,4.459E-41,1.6482E-39,4.7058E-41,1.5959E-39,4.7036E-41,1.6975E-39,4.8465E-41,2.0296E-39,5.7948E-41,2.3345E-39,2.7953E-41,3.39E-43,5.0E-44,5.946E-42,2.79E-43,9.5985E-41,2.033E-42,0.09
3036,3.9E-43,1.4E-45,3.46E-43,2.8E-45,2.68E-43,2.8E-45,2.21E-43,2.8E-45,2.16E-43,2.8E-45,2.52E-43,2.8E-45,3.42E-43,4.2E-45,4.74E-43,4.2E-45,6.04E-43,5.6E-45,8.77E-43,8.4E-45,1.228E-42,8.4E-45,1.52E-42,1.1E-44,1.91E-42,1.3E-44,2.522E-42,1.7E-44,3.13E-42,1.7E-44,3.513E-42,2.0E-44,4.001E-42,2.24E-44,4.854E-42,2.24E-44,5.825E-42,2.24E-44,6.806E-42,3.1E-44,7.909E-42,3.6E-44,9.173E-42,4.2E-44,1.0349E-41,4.8E-44,1.1453E-41,4.2E-44,1.2933E-41,6.0E-44,1.4876E-41,5.5E-44,1.6462E-41,6.0E-44,1.7672E-41,6.4E-44,1.9648E-41,7.3E-44,2.1014E-41,7.7E-44,2.304E-41,8.5E-44,2.4038E-41,8.8E-44,2.6164E-41,9.7E-44,2.9248E-41,1.08E-43,3.4269E-41,1.26E-43,4.7043E-41,1.3E-43,5.906E-41,1.63E-43,6.7935E-41,1.88E-43,7.1137E-41,1.96E-43,8.4585E-41,2.34E-43,1.0378E-40,1.9E-43,9.7476E-41,1.794E-43,1.1838E-40,2.19E-43,1.2814E-40,2.35E-43,1.3592E-40,3.76E-43,1.2569E-40,3.48E-43,1.4063E-40,3.88E-43,1.6676E-40,3.07E-43,1.8001E-40,3.32E-43,1.9253E-40,3.55E-43,2.0535E-40,3.78E-43,2.2004E-40,4.05E-43,2.3168E-40,4.27E-43,2.4643E-40,4.54E-43,2.6212E-40,4.83E-43,3.0655E-40,2.82E-43,3.07E-43,1.4E-45,2.144E-42,4.2E-45,1.5592E-41,2.8E-44,0.09
3037,1.33E-43,1.4E-45,1.1E-43,2.8E-45,9.2E-44,2.8E-45,8.3E-44,2.8E-45,9.0E-44,2.8E-45,1.0E-43,2.8E-45,1.23E-43,4.2E-45,1.53E-43,5.6E-45,2.09E-43,5.6E-45,3.24E-43,7.0E-45,4.5E-43,9.8E-45,5.69E-43,1.3E-44,7.16E-43,1.3E-44,9.85E-43,1.5E-44,1.288E-42,2.0E-44,1.443E-42,2.0E-44,1.64E-42,2.24E-44,2.071E-42,3.1E-44,2.548E-42,3.1E-44,3.069E-42,3.4E-44,3.632E-42,4.1E-44,4.323E-42,3.9E-44,5.06E-42,5.2E-44,5.853E-42,4.9E-44,6.353E-42,5.9E-44,7.355E-42,6.7E-44,8.499E-42,7.0E-44,9.099E-42,8.4E-44,1.0304E-41,9.5E-44,1.1255E-41,9.4E-44,1.2617E-41,1.05E-43,1.3091E-41,1.08E-43,1.481E-41,1.1E-43,1.6834E-41,1.25E-43,1.9115E-41,1.23E-43,2.4991E-41,1.61E-43,3.0017E-41,1.93E-43,3.4751E-41,1.92E-43,3.6022E-41,1.99E-43,4.4399E-41,2.45E-43,5.5793E-41,3.08E-43,5.5026E-41,2.54E-43,6.471E-41,3.57E-43,7.0693E-41,3.25E-43,7.5054E-41,3.46E-43,7.3009E-41,3.36E-43,8.367E-41,3.85E-43,9.7313E-41,4.48E-43,1.0759E-40,4.96E-43,1.1841E-40,4.36E-43,1.2687E-40,5.84E-43,1.3645E-40,6.28E-43,1.442E-40,6.64E-43,1.5523E-40,7.15E-43,1.6849E-40,6.21E-43,2.0238E-40,3.73E-43,1.08E-43,1.4E-45,8.73E-43,4.2E-45,8.042E-42,2.24E-44,0.09
3038,1.334E-42,1.1E-44,1.08E-42,1.7E-44,8.74E-43,1.7E-44,7.43E-43,1.7E-44,7.64E-43,1.5E-44,8.46E-43,1.8E-44,1.087E-42,2.24E-44,1.414E-42,2.7E-44,1.945E-42,3.4E-44,2.853E-42,4.8E-44,3.891E-42,5.0E-44,4.882E-42,5.9E-44,6.006E-42,7.7E-44,7.674E-42,7.7E-44,9.414E-42,9.5E-44,1.067E-41,1.08E-43,1.2149E-41,1.12E-43,1.4341E-41,1.32E-43,1.648E-41,1.51E-43,1.9097E-41,1.93E-43,2.2232E-41,2.05E-43,2.5431E-41,1.88E-43,2.8798E-41,2.38E-43,3.2461E-41,2.4E-43,3.5007E-41,2.9E-43,3.8918E-41,3.22E-43,4.3387E-41,3.2E-43,4.6447E-41,3.42E-43,5.1827E-41,3.83E-43,5.6359E-41,3.63E-43,6.1511E-41,3.97E-43,6.4056E-41,4.13E-43,6.9528E-41,5.13E-43,7.6588E-41,5.65E-43,9.0231E-41,5.82E-43,1.2217E-40,6.75E-43,1.5183E-40,8.4E-43,1.7578E-40,8.1E-43,1.8576E-40,1.027E-42,2.1133E-40,9.74E-43,2.6167E-40,1.205E-42,2.4738E-40,1.139E-42,2.9906E-40,1.101E-42,3.2282E-40,1.19E-42,3.3555E-40,1.546E-42,3.1057E-40,1.431E-42,3.4655E-40,1.596E-42,4.113E-40,1.895E-42,4.4398E-40,1.635E-42,4.7969E-40,1.767E-42,5.0741E-40,2.337E-42,5.417E-40,1.995E-42,5.7248E-40,2.109E-42,6.0612E-40,2.791E-42,6.4411E-40,2.372E-42,7.5328E-40,1.387E-42,1.031E-42,7.0E-45,6.442E-42,2.4E-44,4.1857E-41,1.16E-43,0.09
3039,3.57E-43,2.5E-44,3.15E-43,4.3E-44,2.96E-43,4.3E-44,1.65E-43,4.6E-44,1.25E-43,4.6E-44,1.5E-43,5.9E-44,1.57E-43,5.9E-44,2.7E-43,7.8E-44,4.7E-43,1.0E-43,8.2E-43,1.18E-43,1.113E-42,1.39E-43,1.471E-42,1.61E-43,1.534E-42,1.88E-43,2.239E-42,2.45E-43,2.838E-42,2.82E-43,2.675E-42,2.83E-43,2.658E-42,3.24E-43,3.86E-42,4.05E-43,5.122E-42,4.86E-43,7.403E-42,5.11E-43,7.023E-42,5.96E-43,8.132E-42,6.14E-43,8.966E-42,6.6E-43,9.687E-42,8.11E-43,1.2106E-41,9.25E-43,1.6224E-41,9.26E-43,1.9238E-41,1.08E-42,1.9045E-41,1.176E-42,2.0652E-41,1.275E-42,2.0146E-41,1.373E-42,1.9098E-41,1.477E-42,2.44E-41,1.596E-42,3.2853E-41,1.665E-42,3.7101E-41,2.016E-42,4.0086E-41,1.956E-42,4.7884E-41,2.557E-42,5.4223E-41,2.597E-42,6.4415E-41,2.789E-42,6.7824E-41,2.936E-42,8.5228E-41,3.454E-42,1.1256E-40,4.043E-42,1.037E-40,4.202E-42,1.1678E-40,4.732E-42,1.3848E-40,4.847E-42,1.5296E-40,5.353E-42,1.5495E-40,5.137E-42,1.7353E-40,5.594E-42,2.0276E-40,6.536E-42,2.0183E-40,7.064E-42,2.2521E-40,7.26E-42,2.6338E-40,7.52E-42,2.7886E-40,8.475E-42,3.0604E-40,9.02E-42,3.2403E-40,8.356E-42,3.3372E-40,1.0143E-41,4.4976E-40,4.97E-42,2.73E-43,2.24E-44,1.792E-42,7.1E-44,1.5524E-41,3.57E-43,0.09
3040,9.98E-43,1.7E-44,8.97E-43,3.1E-44,7.4E-43,2.9E-44,5.93E-43,2.9E-44,4.78E-43,3.1E-44,5.54E-43,3.4E-44,7.97E-43,4.1E-44,1.282E-42,5.0E-44,1.481E-42,6.2E-44,2.363E-42,7.8E-44,3.377E-42,9.4E-44,4.338E-42,1.08E-43,4.94E-42,1.23E-43,6.271E-42,1.5E-43,7.7E-42,1.63E-43,8.624E-42,1.82E-43,9.739E-42,2.16E-43,1.186E-41,2.19E-43,1.4038E-41,2.84E-43,1.6357E-41,2.86E-43,1.8763E-41,3.28E-43,2.1542E-41,3.77E-43,2.4576E-41,4.08E-43,2.614E-41,4.57E-43,2.8268E-41,5.21E-43,3.5003E-41,5.16E-43,3.8986E-41,5.75E-43,4.1812E-41,5.77E-43,4.593E-41,6.35E-43,4.8495E-41,7.15E-43,5.2686E-41,7.76E-43,5.6872E-41,8.38E-43,6.2646E-41,8.66E-43,6.9775E-41,9.64E-43,7.9671E-41,1.1E-42,1.0483E-40,1.062E-42,1.2885E-40,1.424E-42,1.4822E-40,1.638E-42,1.5896E-40,1.61E-42,1.8488E-40,1.874E-42,2.2851E-40,2.315E-42,2.1923E-40,2.221E-42,2.6067E-40,2.4E-42,2.7932E-40,2.573E-42,2.9437E-40,2.712E-42,2.7246E-40,3.011E-42,3.1253E-40,2.878E-42,3.6484E-40,3.36E-42,3.982E-40,3.301E-42,4.3903E-40,4.044E-42,4.6441E-40,3.85E-42,5.064E-40,4.198E-42,5.3963E-40,4.473E-42,5.6507E-40,4.685E-42,5.9279E-40,4.368E-42,7.14E-40,2.63E-42,7.93E-43,1.4E-44,5.332E-42,4.5E-44,3.6249E-41,2.0E-43,0.09
3041,1.1E-43,1.7E-44,3.1E-44,1.7E-44,1.2E-43,3.2E-44,4.2E-44,3.2E-44,5.6E-45,3.2E-44,3.6E-44,3.2E-44,1.12E-43,5.2E-44,1.49E-43,8.0E-44,2.72E-43,6.2E-44,2.05E-43,6.2E-44,5.54E-43,9.8E-44,6.64E-43,1.11E-43,7.02E-43,1.37E-43,1.185E-42,1.88E-43,1.463E-42,2.12E-43,1.403E-42,2.13E-43,1.749E-42,2.48E-43,3.014E-42,3.08E-43,3.669E-42,3.55E-43,4.917E-42,4.12E-43,5.755E-42,4.4E-43,5.336E-42,5.06E-43,7.497E-42,5.73E-43,9.543E-42,6.77E-43,1.208E-41,7.0E-43,1.235E-41,8.87E-43,1.4848E-41,9.16E-43,1.4862E-41,1.082E-42,1.439E-41,1.113E-42,1.482E-41,1.146E-42,1.8744E-41,1.278E-42,2.2247E-41,1.352E-42,2.4506E-41,1.626E-42,3.068E-41,1.724E-42,3.3118E-41,1.708E-42,4.177E-41,1.847E-42,4.6223E-41,1.847E-42,5.5881E-41,2.573E-42,5.5933E-41,2.524E-42,8.1071E-41,3.21E-42,1.0225E-40,3.767E-42,9.6042E-41,3.803E-42,1.0234E-40,3.771E-42,1.1707E-40,4.313E-42,1.3642E-40,4.648E-42,1.4101E-40,4.546E-42,1.6446E-40,4.998E-42,1.759E-40,5.67E-42,2.0327E-40,6.178E-42,2.3018E-40,6.572E-42,2.3663E-40,6.974E-42,2.4778E-40,8.216E-42,2.7724E-40,7.661E-42,3.085E-40,8.524E-42,3.2097E-40,8.573E-42,3.9853E-40,4.404E-42,8.1E-44,1.3E-44,1.068E-42,8.573E-42,1.2696E-41,8.573E-42,0.09
3042,7.24E-43,5.6E-45,9.78E-43,9.8E-45,1.258E-42,1.4E-44,1.564E-42,1.4E-44,1.77E-42,1.7E-44,2.192E-42,2.0E-44,2.417E-42,2.24E-44,2.473E-42,2.24E-44,2.248E-42,2.5E-44,3.04E-42,2.8E-44,3.692E-42,3.4E-44,3.945E-42,3.6E-44,5.593E-42,4.6E-44,8.703E-42,6.4E-44,1.2079E-41,7.8E-44,1.1388E-41,7.3E-44,1.1067E-41,7.1E-44,1.6161E-41,9.0E-44,2.4415E-41,1.12E-43,2.9598E-41,1.36E-43,3.2156E-41,1.49E-43,3.8732E-41,1.78E-43,4.538E-41,1.67E-43,5.1199E-41,1.89E-43,5.7553E-41,2.12E-43,7.1988E-41,2.65E-43,8.3188E-41,3.07E-43,8.623E-41,3.18E-43,9.5689E-41,3.53E-43,1.0272E-40,3.78E-43,1.1718E-40,3.24E-43,1.2091E-40,4.46E-43,1.4062E-40,3.88E-43,1.625E-40,4.48E-43,1.6431E-40,4.54E-43,1.9057E-40,5.27E-43,1.9754E-40,5.47E-43,2.2765E-40,6.29E-43,2.2786E-40,6.29E-43,3.2245E-40,8.91E-43,4.037E-40,1.115E-42,4.2507E-40,7.83E-43,4.6309E-40,8.53E-43,4.8985E-40,9.02E-43,5.0823E-40,1.404E-42,5.2634E-40,1.455E-42,6.1725E-40,1.136E-42,6.8495E-40,1.261E-42,7.6924E-40,1.417E-42,8.3649E-40,1.541E-42,8.9138E-40,1.642E-42,9.4899E-40,1.747E-42,9.837E-40,1.812E-42,1.0628E-39,1.958E-42,1.1326E-39,2.087E-42,1.3148E-39,1.211E-42,1.159E-42,7.0E-45,7.685E-42,2.1E-44,7.462E-41,6.9E-44,0.09
3043,2.0E-44,5.6E-45,2.24E-44,5.6E-45,1.8E-44,5.6E-45,2.4E-44,5.6E-45,1.3E-44,5.6E-45,2.24E-44,5.6E-45,5.6E-45,5.6E-45,1.5E-44,5.6E-45,4.8E-44,5.6E-45,2.7E-44,5.6E-45,1.26E-43,5.2E-44,4.9E-44,5.2E-44,9.4E-44,5.2E-44,5.18E-43,8.4E-44,8.0E-43,1.11E-43,6.63E-43,1.19E-43,6.73E-43,1.29E-43,9.68E-43,1.58E-43,1.198E-42,2.26E-43,1.892E-42,2.42E-43,1.911E-42,2.83E-43,2.817E-42,3.32E-43,3.184E-42,3.67E-43,3.425E-42,4.39E-43,5.789E-42,4.79E-43,7.395E-42,5.52E-43,8.569E-42,6.54E-43,9.696E-42,7.33E-43,9.82E-42,7.15E-43,1.0143E-41,7.1E-43,1.3796E-41,8.9E-43,1.5451E-41,9.39E-43,1.7225E-41,1.142E-42,1.9868E-41,1.299E-42,1.9704E-41,1.125E-42,1.6404E-41,1.45E-42,2.0424E-41,1.411E-42,2.5313E-41,1.655E-42,2.6506E-41,1.733E-42,4.4602E-41,2.178E-42,6.0554E-41,2.398E-42,6.1681E-41,2.5E-42,6.6214E-41,2.805E-42,7.8513E-41,2.965E-42,7.8805E-41,3.194E-42,8.8419E-41,3.339E-42,1.0611E-40,3.713E-42,1.1873E-40,4.373E-42,1.4014E-40,4.776E-42,1.5141E-40,5.16E-42,1.7921E-40,6.107E-42,2.033E-40,6.18E-42,2.1946E-40,6.063E-42,2.3364E-40,6.886E-42,2.4488E-40,7.217E-42,3.0913E-40,3.701E-42,2.0E-44,4.2E-45,3.67E-43,2.8E-44,7.533E-42,2.09E-43,0.09
3044,1.1002E-41,1.63E-43,1.2343E-41,3.3E-43,1.3165E-41,3.64E-43,1.4264E-41,3.69E-43,1.52E-41,3.92E-43,1.6227E-41,4.93E-43,1.6004E-41,5.16E-43,1.6758E-41,5.41E-43,1.6914E-41,6.24E-43,2.0617E-41,6.46E-43,2.4971E-41,7.36E-43,2.7531E-41,7.86E-43,3.0637E-41,8.74E-43,3.797E-41,9.44E-43,4.5607E-41,1.134E-42,4.3154E-41,1.232E-42,5.0099E-41,1.384E-42,5.5748E-41,1.438E-42,6.954E-41,1.602E-42,7.9183E-41,1.969E-42,8.3758E-41,1.851E-42,9.3118E-41,2.23E-42,1.0429E-40,2.497E-42,1.1424E-40,2.735E-42,1.1647E-40,2.682E-42,1.3991E-40,3.222E-42,1.5654E-40,3.46E-42,1.5975E-40,3.531E-42,1.75E-40,4.03E-42,1.8838E-40,3.991E-42,2.0504E-40,4.155E-42,2.1371E-40,4.134E-42,2.2071E-40,4.88E-42,2.4538E-40,5.424E-42,2.923E-40,5.654E-42,3.783E-40,6.272E-42,4.4405E-40,8.18E-42,4.6841E-40,8.198E-42,5.0145E-40,9.237E-42,6.2724E-40,8.666E-42,7.3355E-40,1.081E-41,7.0507E-40,1.104E-41,7.8529E-40,1.2296E-41,8.6027E-40,1.2678E-41,8.7464E-40,1.2889E-41,8.3682E-40,1.3102E-41,9.1671E-40,1.4354E-41,1.0371E-39,1.6238E-41,1.1237E-39,1.6559E-41,1.2007E-39,1.7694E-41,1.2355E-39,1.7069E-41,1.341E-39,1.9761E-41,1.4159E-39,2.0865E-41,1.4224E-39,1.9652E-41,1.4854E-39,2.189E-41,1.6347E-39,1.0539E-41,1.2937E-41,1.56E-43,3.2949E-41,2.73E-43,1.4449E-40,1.065E-42,0.09
3045,2.62E-43,1.7E-44,2.28E-43,2.7E-44,2.17E-43,2.7E-44,2.13E-43,2.7E-44,1.96E-43,2.9E-44,2.0E-43,3.1E-44,1.68E-43,3.9E-44,3.3E-43,4.6E-44,4.2E-43,5.5E-44,5.38E-43,7.1E-44,8.35E-43,8.1E-44,1.156E-42,9.5E-44,1.644E-42,1.16E-43,2.218E-42,1.43E-43,3.217E-42,1.72E-43,3.194E-42,1.88E-43,3.432E-42,1.96E-43,4.233E-42,2.54E-43,4.668E-42,2.79E-43,6.575E-42,3.21E-43,8.008E-42,3.55E-43,8.556E-42,3.87E-43,1.1146E-41,4.82E-43,1.1834E-41,4.79E-43,1.4466E-41,5.47E-43,1.6216E-41,5.97E-43,1.8346E-41,6.59E-43,2.1834E-41,7.44E-43,2.1874E-41,8.06E-43,2.4747E-41,8.66E-43,2.5818E-41,9.51E-43,2.6105E-41,9.85E-43,3.3445E-41,1.016E-42,3.701E-41,1.261E-42,3.9475E-41,1.309E-42,5.5197E-41,1.576E-42,6.6241E-41,1.708E-42,7.3303E-41,1.823E-42,7.7184E-41,1.92E-42,9.8429E-41,2.357E-42,1.2087E-40,3.006E-42,1.2335E-40,2.84E-42,1.3217E-40,3.044E-42,1.5175E-40,3.355E-42,1.5861E-40,3.506E-42,1.5485E-40,3.28E-42,1.8911E-40,4.006E-42,2.2736E-40,4.607E-42,2.5137E-40,4.63E-42,2.7185E-40,5.008E-42,2.8676E-40,5.283E-42,3.1327E-40,5.77E-42,3.2294E-40,6.246E-42,3.5053E-40,6.457E-42,3.9877E-40,6.244E-42,4.8253E-40,3.111E-42,2.28E-43,1.3E-44,1.822E-42,4.2E-44,1.7295E-41,2.23E-43,0.09
3046,8.28E-43,7.0E-45,9.07E-43,7.0E-45,8.83E-43,7.0E-45,8.79E-43,7.0E-45,9.07E-43,7.0E-45,9.73E-43,8.4E-45,1.092E-42,9.8E-45,1.229E-42,1.1E-44,1.316E-42,1.3E-44,1.626E-42,1.4E-44,2.005E-42,1.8E-44,2.194E-42,2.0E-44,2.54E-42,1.8E-44,3.181E-42,2.4E-44,3.727E-42,2.8E-44,3.893E-42,2.5E-44,4.315E-42,2.8E-44,5.116E-42,3.8E-44,5.874E-42,3.8E-44,6.789E-42,4.3E-44,7.709E-42,4.9E-44,8.681E-42,4.8E-44,9.589E-42,6.2E-44,1.0172E-41,5.6E-44,1.1031E-41,6.0E-44,1.2619E-41,7.0E-44,1.386E-41,7.7E-44,1.4702E-41,8.1E-44,1.6091E-41,7.4E-44,1.6741E-41,9.2E-44,1.8206E-41,1.01E-43,1.9187E-41,1.06E-43,2.0998E-41,1.16E-43,2.3025E-41,1.28E-43,2.6339E-41,1.46E-43,3.54E-41,1.63E-43,4.2246E-41,1.95E-43,4.7752E-41,2.2E-43,4.9635E-41,2.28E-43,5.8965E-41,2.17E-43,7.063E-41,2.6E-43,6.6527E-41,2.45E-43,7.8233E-41,2.89E-43,8.2983E-41,3.05E-43,8.6974E-41,3.21E-43,8.2071E-41,3.03E-43,8.9659E-41,3.31E-43,1.0332E-40,3.81E-43,1.1061E-40,4.08E-43,1.1497E-40,4.23E-43,1.2061E-40,4.44E-43,1.2758E-40,4.7E-43,1.3152E-40,4.85E-43,1.381E-40,5.09E-43,1.4448E-40,5.32E-43,1.5958E-40,2.94E-43,8.69E-43,2.8E-45,2.72E-42,7.0E-45,1.314E-41,2.4E-44,0.09
3047,7.79E-43,4.2E-45,6.67E-43,5.6E-45,5.3E-43,5.6E-45,4.43E-43,5.6E-45,4.37E-43,5.6E-45,5.07E-43,5.6E-45,6.7E-43,7.0E-45,9.18E-43,9.8E-45,1.23E-42,1.1E-44,1.759E-42,1.4E-44,2.374E-42,1.7E-44,2.992E-42,2.0E-44,3.809E-42,2.5E-44,4.87E-42,2.7E-44,5.925E-42,2.7E-44,6.569E-42,3.6E-44,7.522E-42,4.2E-44,9.118E-42,4.2E-44,1.0912E-41,5.0E-44,1.2575E-41,5.7E-44,1.464E-41,6.7E-44,1.7041E-41,6.3E-44,1.8859E-41,8.7E-44,2.085E-41,7.7E-44,2.3201E-41,8.5E-44,2.6443E-41,9.8E-44,2.9642E-41,1.1E-43,3.1557E-41,1.16E-43,3.4794E-41,9.7E-44,3.7385E-41,1.37E-43,4.0917E-41,1.51E-43,4.2846E-41,1.58E-43,4.6206E-41,1.7E-43,5.1275E-41,1.42E-43,6.08E-41,1.68E-43,8.2776E-41,2.28E-43,1.0411E-40,2.87E-43,1.2031E-40,3.32E-43,1.2645E-40,3.49E-43,1.4706E-40,4.06E-43,1.8026E-40,4.97E-43,1.687E-40,4.67E-43,2.0432E-40,3.77E-43,2.2075E-40,4.06E-43,2.3287E-40,4.29E-43,2.1732E-40,4.01E-43,2.4138E-40,4.44E-43,2.8543E-40,5.25E-43,3.0557E-40,5.63E-43,3.2924E-40,6.07E-43,3.4858E-40,6.42E-43,3.718E-40,6.85E-43,3.922E-40,7.23E-43,4.1716E-40,7.68E-43,4.4005E-40,8.1E-43,5.1322E-40,4.72E-43,6.11E-43,2.8E-45,4.08E-42,7.0E-45,2.7945E-41,2.5E-44,0.09
